,Country,Product,Month,Reference,Proposal,Error
2244,Australia,EasyWash Laundry Detergent for Delicates,Jan2004,0,0.0,0.0
2245,Australia,EasyWash Laundry Detergent for Delicates,Feb2004,0,0.0,0.0
2246,Australia,EasyWash Laundry Detergent for Delicates,Mar2004,0,0.0,0.0
2247,Australia,EasyWash Laundry Detergent for Delicates,Apr2004,0,0.0,0.0
2248,Australia,EasyWash Laundry Detergent for Delicates,May2004,0,0.0,0.0
2249,Australia,EasyWash Laundry Detergent for Delicates,Jun2004,0,0.0,0.0
2250,Australia,EasyWash Laundry Detergent for Delicates,Jul2004,0,0.0,0.0
2251,Australia,EasyWash Laundry Detergent for Delicates,Aug2004,0,0.0,0.0
2252,Australia,EasyWash Laundry Detergent for Delicates,Sep2004,0,0.0,0.0
2253,Australia,EasyWash Laundry Detergent for Delicates,Oct2004,0,0.0,0.0
2254,Australia,EasyWash Laundry Detergent for Delicates,Nov2004,0,0.0,0.0
2255,Australia,EasyWash Laundry Detergent for Delicates,Dec2004,0,0.0,0.0
2256,Australia,CalmingClean Trash Bags,Jan2004,1619,876.0,340.9814700432366
2257,Australia,CalmingClean Trash Bags,Feb2004,1679,1679.0,0.0
2258,Australia,CalmingClean Trash Bags,Mar2004,1847,1122.0,284.58310774228477
2259,Australia,CalmingClean Trash Bags,Apr2004,1658,1658.0,0.0
2260,Australia,CalmingClean Trash Bags,May2004,1612,880.0,332.3970223325062
2261,Australia,CalmingClean Trash Bags,Jun2004,1617,1617.0,0.0
2262,Australia,CalmingClean Trash Bags,Jul2004,1612,1612.0,0.0
2263,Australia,CalmingClean Trash Bags,Aug2004,1734,1734.0,0.0
2264,Australia,CalmingClean Trash Bags,Sep2004,1699,1699.0,0.0
2265,Australia,CalmingClean Trash Bags,Oct2004,1648,1648.0,0.0
2266,Australia,CalmingClean Trash Bags,Nov2004,1577,803.0,379.8833227647432
2267,Australia,CalmingClean Trash Bags,Dec2004,1642,1642.0,0.0
2268,Australia,SoothingSerenity Humidifier,Jan2004,0,0.0,0.0
2269,Australia,SoothingSerenity Humidifier,Feb2004,0,0.0,0.0
2270,Australia,SoothingSerenity Humidifier,Mar2004,0,0.0,0.0
2271,Australia,SoothingSerenity Humidifier,Apr2004,0,0.0,0.0
2272,Australia,SoothingSerenity Humidifier,May2004,0,0.0,0.0
2273,Australia,SoothingSerenity Humidifier,Jun2004,0,0.0,0.0
2274,Australia,SoothingSerenity Humidifier,Jul2004,0,0.0,0.0
2275,Australia,SoothingSerenity Humidifier,Aug2004,0,0.0,0.0
2276,Australia,SoothingSerenity Humidifier,Sep2004,0,0.0,0.0
2277,Australia,SoothingSerenity Humidifier,Oct2004,0,0.0,0.0
2278,Australia,SoothingSerenity Humidifier,Nov2004,0,0.0,0.0
2279,Australia,SoothingSerenity Humidifier,Dec2004,0,0.0,0.0
2280,Australia,PurePaw Dog Shampoo,Jan2004,0,0.0,0.0
2281,Australia,PurePaw Dog Shampoo,Feb2004,0,0.0,0.0
2282,Australia,PurePaw Dog Shampoo,Mar2004,0,0.0,0.0
2283,Australia,PurePaw Dog Shampoo,Apr2004,0,0.0,0.0
2284,Australia,PurePaw Dog Shampoo,May2004,0,0.0,0.0
2285,Australia,PurePaw Dog Shampoo,Jun2004,0,0.0,0.0
2286,Australia,PurePaw Dog Shampoo,Jul2004,0,0.0,0.0
2287,Australia,PurePaw Dog Shampoo,Aug2004,0,0.0,0.0
2288,Australia,PurePaw Dog Shampoo,Sep2004,0,0.0,0.0
2289,Australia,PurePaw Dog Shampoo,Oct2004,0,0.0,0.0
2290,Australia,PurePaw Dog Shampoo,Nov2004,0,0.0,0.0
2291,Australia,PurePaw Dog Shampoo,Dec2004,0,0.0,0.0
2292,Australia,SoothingPaws Cat Lotion,Jan2004,0,0.0,0.0
2293,Australia,SoothingPaws Cat Lotion,Feb2004,0,0.0,0.0
2294,Australia,SoothingPaws Cat Lotion,Mar2004,0,0.0,0.0
2295,Australia,SoothingPaws Cat Lotion,Apr2004,0,0.0,0.0
2296,Australia,SoothingPaws Cat Lotion,May2004,0,0.0,0.0
2297,Australia,SoothingPaws Cat Lotion,Jun2004,0,0.0,0.0
2298,Australia,SoothingPaws Cat Lotion,Jul2004,0,0.0,0.0
2299,Australia,SoothingPaws Cat Lotion,Aug2004,0,0.0,0.0
2300,Australia,SoothingPaws Cat Lotion,Sep2004,0,0.0,0.0
2301,Australia,SoothingPaws Cat Lotion,Oct2004,0,0.0,0.0
2302,Australia,SoothingPaws Cat Lotion,Nov2004,0,0.0,0.0
2303,Australia,SoothingPaws Cat Lotion,Dec2004,0,0.0,0.0
2304,Australia,RadiantRover Pet Conditioner,Jan2004,1437,1437.0,0.0
2305,Australia,RadiantRover Pet Conditioner,Feb2004,1462,1462.0,0.0
2306,Australia,RadiantRover Pet Conditioner,Mar2004,1436,1249.0,24.351671309192202
2307,Australia,RadiantRover Pet Conditioner,Apr2004,1512,171.0,1189.3392857142858
2308,Australia,RadiantRover Pet Conditioner,May2004,1489,1489.0,0.0
2309,Australia,RadiantRover Pet Conditioner,Jun2004,1476,1476.0,0.0
2310,Australia,RadiantRover Pet Conditioner,Jul2004,1535,1535.0,0.0
2311,Australia,RadiantRover Pet Conditioner,Aug2004,1526,1526.0,0.0
2312,Australia,RadiantRover Pet Conditioner,Sep2004,1555,1555.0,0.0
2313,Australia,RadiantRover Pet Conditioner,Oct2004,1635,1635.0,0.0
2314,Australia,RadiantRover Pet Conditioner,Nov2004,1366,1366.0,0.0
2315,Australia,RadiantRover Pet Conditioner,Dec2004,1541,1541.0,0.0
2316,Australia,FreshFusion Flea and Tick Spray,Jan2004,630,630.0,0.0
2317,Australia,FreshFusion Flea and Tick Spray,Feb2004,597,0.0,597.0
2318,Australia,FreshFusion Flea and Tick Spray,Mar2004,648,0.0,648.0
2319,Australia,FreshFusion Flea and Tick Spray,Apr2004,682,682.0,0.0
2320,Australia,FreshFusion Flea and Tick Spray,May2004,593,0.0,593.0
2321,Australia,FreshFusion Flea and Tick Spray,Jun2004,654,0.0,654.0
2322,Australia,FreshFusion Flea and Tick Spray,Jul2004,711,711.0,0.0
2323,Australia,FreshFusion Flea and Tick Spray,Aug2004,700,700.0,0.0
2324,Australia,FreshFusion Flea and Tick Spray,Sep2004,586,0.0,586.0
2325,Australia,FreshFusion Flea and Tick Spray,Oct2004,664,664.0,0.0
2326,Australia,FreshFusion Flea and Tick Spray,Nov2004,607,0.0,607.0
2327,Australia,FreshFusion Flea and Tick Spray,Dec2004,666,666.0,0.0
2328,Australia,GentleGlow Pet Grooming Kit,Jan2004,569,0.0,569.0
2329,Australia,GentleGlow Pet Grooming Kit,Feb2004,547,0.0,547.0
2330,Australia,GentleGlow Pet Grooming Kit,Mar2004,597,0.0,597.0
2331,Australia,GentleGlow Pet Grooming Kit,Apr2004,557,0.0,557.0
2332,Australia,GentleGlow Pet Grooming Kit,May2004,526,0.0,526.0
2333,Australia,GentleGlow Pet Grooming Kit,Jun2004,627,100.0,442.94896331738437
2334,Australia,GentleGlow Pet Grooming Kit,Jul2004,586,0.0,586.0
2335,Australia,GentleGlow Pet Grooming Kit,Aug2004,567,0.0,567.0
2336,Australia,GentleGlow Pet Grooming Kit,Sep2004,577,0.0,577.0
2337,Australia,GentleGlow Pet Grooming Kit,Oct2004,562,0.0,562.0
2338,Australia,GentleGlow Pet Grooming Kit,Nov2004,576,0.0,576.0
2339,Australia,GentleGlow Pet Grooming Kit,Dec2004,557,0.0,557.0
2340,Australia,BrightBreeze Pet Odor Eliminator,Jan2004,0,0.0,0.0
2341,Australia,BrightBreeze Pet Odor Eliminator,Feb2004,0,0.0,0.0
2342,Australia,BrightBreeze Pet Odor Eliminator,Mar2004,0,0.0,0.0
2343,Australia,BrightBreeze Pet Odor Eliminator,Apr2004,0,0.0,0.0
2344,Australia,BrightBreeze Pet Odor Eliminator,May2004,0,0.0,0.0
2345,Australia,BrightBreeze Pet Odor Eliminator,Jun2004,0,0.0,0.0
2346,Australia,BrightBreeze Pet Odor Eliminator,Jul2004,0,0.0,0.0
2347,Australia,BrightBreeze Pet Odor Eliminator,Aug2004,0,0.0,0.0
2348,Australia,BrightBreeze Pet Odor Eliminator,Sep2004,0,0.0,0.0
2349,Australia,BrightBreeze Pet Odor Eliminator,Oct2004,0,0.0,0.0
2350,Australia,BrightBreeze Pet Odor Eliminator,Nov2004,0,0.0,0.0
2351,Australia,BrightBreeze Pet Odor Eliminator,Dec2004,0,0.0,0.0
2352,Australia,EasyWash Pet Laundry Detergent,Jan2004,0,0.0,0.0
2353,Australia,EasyWash Pet Laundry Detergent,Feb2004,0,0.0,0.0
2354,Australia,EasyWash Pet Laundry Detergent,Mar2004,0,0.0,0.0
2355,Australia,EasyWash Pet Laundry Detergent,Apr2004,0,0.0,0.0
2356,Australia,EasyWash Pet Laundry Detergent,May2004,0,0.0,0.0
2357,Australia,EasyWash Pet Laundry Detergent,Jun2004,0,0.0,0.0
2358,Australia,EasyWash Pet Laundry Detergent,Jul2004,0,0.0,0.0
2359,Australia,EasyWash Pet Laundry Detergent,Aug2004,0,0.0,0.0
2360,Australia,EasyWash Pet Laundry Detergent,Sep2004,0,0.0,0.0
2361,Australia,EasyWash Pet Laundry Detergent,Oct2004,0,0.0,0.0
2362,Australia,EasyWash Pet Laundry Detergent,Nov2004,0,0.0,0.0
2363,Australia,EasyWash Pet Laundry Detergent,Dec2004,0,0.0,0.0
2364,Australia,SmellSational Pet Deodorizer,Jan2004,0,0.0,0.0
2365,Australia,SmellSational Pet Deodorizer,Feb2004,0,0.0,0.0
2366,Australia,SmellSational Pet Deodorizer,Mar2004,0,0.0,0.0
2367,Australia,SmellSational Pet Deodorizer,Apr2004,0,0.0,0.0
2368,Australia,SmellSational Pet Deodorizer,May2004,0,0.0,0.0
2369,Australia,SmellSational Pet Deodorizer,Jun2004,0,0.0,0.0
2370,Australia,SmellSational Pet Deodorizer,Jul2004,0,0.0,0.0
2371,Australia,SmellSational Pet Deodorizer,Aug2004,0,0.0,0.0
2372,Australia,SmellSational Pet Deodorizer,Sep2004,0,0.0,0.0
2373,Australia,SmellSational Pet Deodorizer,Oct2004,0,0.0,0.0
2374,Australia,SmellSational Pet Deodorizer,Nov2004,0,0.0,0.0
2375,Australia,SmellSational Pet Deodorizer,Dec2004,0,0.0,0.0
2376,Australia,CalmingClean Dog Brush,Jan2004,0,0.0,0.0
2377,Australia,CalmingClean Dog Brush,Feb2004,0,0.0,0.0
2378,Australia,CalmingClean Dog Brush,Mar2004,0,0.0,0.0
2379,Australia,CalmingClean Dog Brush,Apr2004,0,0.0,0.0
2380,Australia,CalmingClean Dog Brush,May2004,0,0.0,0.0
2381,Australia,CalmingClean Dog Brush,Jun2004,0,0.0,0.0
2382,Australia,CalmingClean Dog Brush,Jul2004,0,0.0,0.0
2383,Australia,CalmingClean Dog Brush,Aug2004,0,0.0,0.0
2384,Australia,CalmingClean Dog Brush,Sep2004,0,0.0,0.0
2385,Australia,CalmingClean Dog Brush,Oct2004,0,0.0,0.0
2386,Australia,CalmingClean Dog Brush,Nov2004,0,0.0,0.0
2387,Australia,CalmingClean Dog Brush,Dec2004,0,0.0,0.0
2388,Australia,HydratingHoney Pet Wipes,Jan2004,863,863.0,0.0
2389,Australia,HydratingHoney Pet Wipes,Feb2004,852,0.0,852.0
2390,Australia,HydratingHoney Pet Wipes,Mar2004,828,0.0,828.0
2391,Australia,HydratingHoney Pet Wipes,Apr2004,943,943.0,0.0
2392,Australia,HydratingHoney Pet Wipes,May2004,873,873.0,0.0
2393,Australia,HydratingHoney Pet Wipes,Jun2004,924,876.0,2.4935064935064934
2394,Australia,HydratingHoney Pet Wipes,Jul2004,840,840.0,0.0
2395,Australia,HydratingHoney Pet Wipes,Aug2004,925,885.0,1.7297297297297298
2396,Australia,HydratingHoney Pet Wipes,Sep2004,782,736.0,2.7058823529411766
2397,Australia,HydratingHoney Pet Wipes,Oct2004,820,820.0,0.0
2398,Australia,HydratingHoney Pet Wipes,Nov2004,811,0.0,811.0
2399,Australia,HydratingHoney Pet Wipes,Dec2004,871,773.0,11.026406429391503
2400,Brazil,MorningMint,Jan2004,939,939.0,0.0
2401,Brazil,MorningMint,Feb2004,959,959.0,0.0
2402,Brazil,MorningMint,Mar2004,907,907.0,0.0
2403,Brazil,MorningMint,Apr2004,966,966.0,0.0
2404,Brazil,MorningMint,May2004,757,757.0,0.0
2405,Brazil,MorningMint,Jun2004,832,787.0,2.433894230769231
2406,Brazil,MorningMint,Jul2004,1009,1009.0,0.0
2407,Brazil,MorningMint,Aug2004,878,878.0,0.0
2408,Brazil,MorningMint,Sep2004,999,999.0,0.0
2409,Brazil,MorningMint,Oct2004,927,927.0,0.0
2410,Brazil,MorningMint,Nov2004,905,905.0,0.0
2411,Brazil,MorningMint,Dec2004,949,949.0,0.0
2412,Brazil,FreshStart Toothpaste,Jan2004,1673,1673.0,0.0
2413,Brazil,FreshStart Toothpaste,Feb2004,1784,1372.0,95.14798206278027
2414,Brazil,FreshStart Toothpaste,Mar2004,1606,1606.0,0.0
2415,Brazil,FreshStart Toothpaste,Apr2004,1813,1813.0,0.0
2416,Brazil,FreshStart Toothpaste,May2004,1888,1888.0,0.0
2417,Brazil,FreshStart Toothpaste,Jun2004,1855,1855.0,0.0
2418,Brazil,FreshStart Toothpaste,Jul2004,1777,1777.0,0.0
2419,Brazil,FreshStart Toothpaste,Aug2004,1580,1580.0,0.0
2420,Brazil,FreshStart Toothpaste,Sep2004,1830,1830.0,0.0
2421,Brazil,FreshStart Toothpaste,Oct2004,1863,1863.0,0.0
2422,Brazil,FreshStart Toothpaste,Nov2004,1862,1862.0,0.0
2423,Brazil,FreshStart Toothpaste,Dec2004,1692,1692.0,0.0
2424,Brazil,SmileShield Whitening Strips,Jan2004,0,0.0,0.0
2425,Brazil,SmileShield Whitening Strips,Feb2004,0,0.0,0.0
2426,Brazil,SmileShield Whitening Strips,Mar2004,0,0.0,0.0
2427,Brazil,SmileShield Whitening Strips,Apr2004,0,0.0,0.0
2428,Brazil,SmileShield Whitening Strips,May2004,0,0.0,0.0
2429,Brazil,SmileShield Whitening Strips,Jun2004,0,0.0,0.0
2430,Brazil,SmileShield Whitening Strips,Jul2004,0,0.0,0.0
2431,Brazil,SmileShield Whitening Strips,Aug2004,0,0.0,0.0
2432,Brazil,SmileShield Whitening Strips,Sep2004,0,0.0,0.0
2433,Brazil,SmileShield Whitening Strips,Oct2004,0,0.0,0.0
2434,Brazil,SmileShield Whitening Strips,Nov2004,0,0.0,0.0
2435,Brazil,SmileShield Whitening Strips,Dec2004,0,0.0,0.0
2436,Brazil,BriteBite Toothbrush,Jan2004,704,0.0,704.0
2437,Brazil,BriteBite Toothbrush,Feb2004,667,0.0,667.0
2438,Brazil,BriteBite Toothbrush,Mar2004,640,0.0,640.0
2439,Brazil,BriteBite Toothbrush,Apr2004,729,0.0,729.0
2440,Brazil,BriteBite Toothbrush,May2004,585,0.0,585.0
2441,Brazil,BriteBite Toothbrush,Jun2004,635,0.0,635.0
2442,Brazil,BriteBite Toothbrush,Jul2004,667,0.0,667.0
2443,Brazil,BriteBite Toothbrush,Aug2004,639,0.0,639.0
2444,Brazil,BriteBite Toothbrush,Sep2004,671,0.0,671.0
2445,Brazil,BriteBite Toothbrush,Oct2004,689,0.0,689.0
2446,Brazil,BriteBite Toothbrush,Nov2004,648,0.0,648.0
2447,Brazil,BriteBite Toothbrush,Dec2004,675,0.0,675.0
2448,Brazil,LuminousLip Care,Jan2004,0,0.0,0.0
2449,Brazil,LuminousLip Care,Feb2004,0,0.0,0.0
2450,Brazil,LuminousLip Care,Mar2004,0,0.0,0.0
2451,Brazil,LuminousLip Care,Apr2004,0,0.0,0.0
2452,Brazil,LuminousLip Care,May2004,0,0.0,0.0
2453,Brazil,LuminousLip Care,Jun2004,0,0.0,0.0
2454,Brazil,LuminousLip Care,Jul2004,0,0.0,0.0
2455,Brazil,LuminousLip Care,Aug2004,0,0.0,0.0
2456,Brazil,LuminousLip Care,Sep2004,0,0.0,0.0
2457,Brazil,LuminousLip Care,Oct2004,0,0.0,0.0
2458,Brazil,LuminousLip Care,Nov2004,0,0.0,0.0
2459,Brazil,LuminousLip Care,Dec2004,0,0.0,0.0
2460,Brazil,CleanSlate Mouthwash,Jan2004,1040,0.0,1040.0
2461,Brazil,CleanSlate Mouthwash,Feb2004,1054,1054.0,0.0
2462,Brazil,CleanSlate Mouthwash,Mar2004,1157,0.0,1157.0
2463,Brazil,CleanSlate Mouthwash,Apr2004,1246,0.0,1246.0
2464,Brazil,CleanSlate Mouthwash,May2004,1083,0.0,1083.0
2465,Brazil,CleanSlate Mouthwash,Jun2004,1116,0.0,1116.0
2466,Brazil,CleanSlate Mouthwash,Jul2004,1027,0.0,1027.0
2467,Brazil,CleanSlate Mouthwash,Aug2004,1141,0.0,1141.0
2468,Brazil,CleanSlate Mouthwash,Sep2004,1048,1048.0,0.0
2469,Brazil,CleanSlate Mouthwash,Oct2004,1050,0.0,1050.0
2470,Brazil,CleanSlate Mouthwash,Nov2004,1149,0.0,1149.0
2471,Brazil,CleanSlate Mouthwash,Dec2004,1172,60.0,1055.0716723549488
2472,Brazil,OralEase Gel,Jan2004,0,0.0,0.0
2473,Brazil,OralEase Gel,Feb2004,0,0.0,0.0
2474,Brazil,OralEase Gel,Mar2004,0,0.0,0.0
2475,Brazil,OralEase Gel,Apr2004,0,0.0,0.0
2476,Brazil,OralEase Gel,May2004,0,0.0,0.0
2477,Brazil,OralEase Gel,Jun2004,0,0.0,0.0
2478,Brazil,OralEase Gel,Jul2004,0,0.0,0.0
2479,Brazil,OralEase Gel,Aug2004,0,0.0,0.0
2480,Brazil,OralEase Gel,Sep2004,0,0.0,0.0
2481,Brazil,OralEase Gel,Oct2004,0,0.0,0.0
2482,Brazil,OralEase Gel,Nov2004,0,0.0,0.0
2483,Brazil,OralEase Gel,Dec2004,0,0.0,0.0
2484,Brazil,BreathBliss Mints,Jan2004,1226,1226.0,0.0
2485,Brazil,BreathBliss Mints,Feb2004,1235,1235.0,0.0
2486,Brazil,BreathBliss Mints,Mar2004,1104,1104.0,0.0
2487,Brazil,BreathBliss Mints,Apr2004,1440,1440.0,0.0
2488,Brazil,BreathBliss Mints,May2004,1257,1257.0,0.0
2489,Brazil,BreathBliss Mints,Jun2004,1158,1158.0,0.0
2490,Brazil,BreathBliss Mints,Jul2004,1189,1186.0,0.007569386038687973
2491,Brazil,BreathBliss Mints,Aug2004,1313,1313.0,0.0
2492,Brazil,BreathBliss Mints,Sep2004,1017,1017.0,0.0
2493,Brazil,BreathBliss Mints,Oct2004,1267,1267.0,0.0
2494,Brazil,BreathBliss Mints,Nov2004,1299,43.0,1214.423402617398
2495,Brazil,BreathBliss Mints,Dec2004,1243,1243.0,0.0
2496,Brazil,DentalDefense Toothpaste,Jan2004,569,1.0,567.0017574692442
2497,Brazil,DentalDefense Toothpaste,Feb2004,631,70.0,498.76545166402536
2498,Brazil,DentalDefense Toothpaste,Mar2004,664,0.0,664.0
2499,Brazil,DentalDefense Toothpaste,Apr2004,671,0.0,671.0
2500,Brazil,DentalDefense Toothpaste,May2004,612,0.0,612.0
2501,Brazil,DentalDefense Toothpaste,Jun2004,623,0.0,623.0
2502,Brazil,DentalDefense Toothpaste,Jul2004,672,0.0,672.0
2503,Brazil,DentalDefense Toothpaste,Aug2004,636,0.0,636.0
2504,Brazil,DentalDefense Toothpaste,Sep2004,625,0.0,625.0
2505,Brazil,DentalDefense Toothpaste,Oct2004,592,0.0,592.0
2506,Brazil,DentalDefense Toothpaste,Nov2004,638,0.0,638.0
2507,Brazil,DentalDefense Toothpaste,Dec2004,658,0.0,658.0
2508,Brazil,SparklingSmile Water Flosser,Jan2004,1470,1169.0,61.63333333333333
2509,Brazil,SparklingSmile Water Flosser,Feb2004,1614,0.0,1614.0
2510,Brazil,SparklingSmile Water Flosser,Mar2004,1583,1260.0,65.905874921036
2511,Brazil,SparklingSmile Water Flosser,Apr2004,1670,103.0,1470.3526946107784
2512,Brazil,SparklingSmile Water Flosser,May2004,1345,1044.0,67.36133828996283
2513,Brazil,SparklingSmile Water Flosser,Jun2004,1476,1090.0,100.94579945799458
2514,Brazil,SparklingSmile Water Flosser,Jul2004,1450,1150.0,62.06896551724138
2515,Brazil,SparklingSmile Water Flosser,Aug2004,1567,6.0,1555.0229738353542
2516,Brazil,SparklingSmile Water Flosser,Sep2004,1539,25.0,1489.4061078622483
2517,Brazil,SparklingSmile Water Flosser,Oct2004,1484,1139.0,80.205525606469
2518,Brazil,SparklingSmile Water Flosser,Nov2004,1479,1145.0,75.4266396213658
2519,Brazil,SparklingSmile Water Flosser,Dec2004,1478,1062.0,117.08795669824086
2520,Brazil,FreshFusion Mouth Rinse,Jan2004,899,0.0,899.0
2521,Brazil,FreshFusion Mouth Rinse,Feb2004,937,0.0,937.0
2522,Brazil,FreshFusion Mouth Rinse,Mar2004,911,0.0,911.0
2523,Brazil,FreshFusion Mouth Rinse,Apr2004,962,0.0,962.0
2524,Brazil,FreshFusion Mouth Rinse,May2004,830,0.0,830.0
2525,Brazil,FreshFusion Mouth Rinse,Jun2004,1005,1005.0,0.0
2526,Brazil,FreshFusion Mouth Rinse,Jul2004,999,0.0,999.0
2527,Brazil,FreshFusion Mouth Rinse,Aug2004,927,1.0,925.0010787486516
2528,Brazil,FreshFusion Mouth Rinse,Sep2004,941,0.0,941.0
2529,Brazil,FreshFusion Mouth Rinse,Oct2004,919,919.0,0.0
2530,Brazil,FreshFusion Mouth Rinse,Nov2004,992,0.0,992.0
2531,Brazil,FreshFusion Mouth Rinse,Dec2004,934,0.0,934.0
2532,Brazil,SmileSavvy Tooth Whitening Kit,Jan2004,1291,597.0,373.07203718048027
2533,Brazil,SmileSavvy Tooth Whitening Kit,Feb2004,1407,1407.0,0.0
2534,Brazil,SmileSavvy Tooth Whitening Kit,Mar2004,1369,1369.0,0.0
2535,Brazil,SmileSavvy Tooth Whitening Kit,Apr2004,1395,1395.0,0.0
2536,Brazil,SmileSavvy Tooth Whitening Kit,May2004,1322,606.0,387.7881996974281
2537,Brazil,SmileSavvy Tooth Whitening Kit,Jun2004,1450,845.0,252.43103448275863
2538,Brazil,SmileSavvy Tooth Whitening Kit,Jul2004,1362,1362.0,0.0
2539,Brazil,SmileSavvy Tooth Whitening Kit,Aug2004,1398,1398.0,0.0
2540,Brazil,SmileSavvy Tooth Whitening Kit,Sep2004,1471,1471.0,0.0
2541,Brazil,SmileSavvy Tooth Whitening Kit,Oct2004,1354,1354.0,0.0
2542,Brazil,SmileSavvy Tooth Whitening Kit,Nov2004,1373,1373.0,0.0
2543,Brazil,SmileSavvy Tooth Whitening Kit,Dec2004,1315,1315.0,0.0
2544,Brazil,DailyDazzle Toothpaste,Jan2004,1691,1691.0,0.0
2545,Brazil,DailyDazzle Toothpaste,Feb2004,1825,1825.0,0.0
2546,Brazil,DailyDazzle Toothpaste,Mar2004,1836,1836.0,0.0
2547,Brazil,DailyDazzle Toothpaste,Apr2004,1768,1768.0,0.0
2548,Brazil,DailyDazzle Toothpaste,May2004,1711,1711.0,0.0
2549,Brazil,DailyDazzle Toothpaste,Jun2004,1931,1931.0,0.0
2550,Brazil,DailyDazzle Toothpaste,Jul2004,1932,1037.0,414.6092132505176
2551,Brazil,DailyDazzle Toothpaste,Aug2004,1879,1879.0,0.0
2552,Brazil,DailyDazzle Toothpaste,Sep2004,1722,1722.0,0.0
2553,Brazil,DailyDazzle Toothpaste,Oct2004,1812,1298.0,145.80353200883002
2554,Brazil,DailyDazzle Toothpaste,Nov2004,1893,1893.0,0.0
2555,Brazil,DailyDazzle Toothpaste,Dec2004,1771,1771.0,0.0
2556,Brazil,MorningBreeze Gum Care,Jan2004,1168,56.0,1058.6849315068494
2557,Brazil,MorningBreeze Gum Care,Feb2004,1316,1292.0,0.4376899696048632
2558,Brazil,MorningBreeze Gum Care,Mar2004,1302,1192.0,9.293394777265744
2559,Brazil,MorningBreeze Gum Care,Apr2004,1214,0.0,1214.0
2560,Brazil,MorningBreeze Gum Care,May2004,1188,68.0,1055.892255892256
2561,Brazil,MorningBreeze Gum Care,Jun2004,1052,0.0,1052.0
2562,Brazil,MorningBreeze Gum Care,Jul2004,1135,0.0,1135.0
2563,Brazil,MorningBreeze Gum Care,Aug2004,1132,0.0,1132.0
2564,Brazil,MorningBreeze Gum Care,Sep2004,1260,1260.0,0.0
2565,Brazil,MorningBreeze Gum Care,Oct2004,1272,1272.0,0.0
2566,Brazil,MorningBreeze Gum Care,Nov2004,1289,1153.0,14.34910783553142
2567,Brazil,MorningBreeze Gum Care,Dec2004,1286,1230.0,2.438569206842924
2568,Brazil,OralEase Plus Toothbrush,Jan2004,1338,1338.0,0.0
2569,Brazil,OralEase Plus Toothbrush,Feb2004,1280,1280.0,0.0
2570,Brazil,OralEase Plus Toothbrush,Mar2004,1321,1321.0,0.0
2571,Brazil,OralEase Plus Toothbrush,Apr2004,1296,1296.0,0.0
2572,Brazil,OralEase Plus Toothbrush,May2004,1329,1329.0,0.0
2573,Brazil,OralEase Plus Toothbrush,Jun2004,1318,1318.0,0.0
2574,Brazil,OralEase Plus Toothbrush,Jul2004,1291,1291.0,0.0
2575,Brazil,OralEase Plus Toothbrush,Aug2004,1281,1281.0,0.0
2576,Brazil,OralEase Plus Toothbrush,Sep2004,1493,1493.0,0.0
2577,Brazil,OralEase Plus Toothbrush,Oct2004,1302,1302.0,0.0
2578,Brazil,OralEase Plus Toothbrush,Nov2004,1331,1331.0,0.0
2579,Brazil,OralEase Plus Toothbrush,Dec2004,1244,1244.0,0.0
2580,Brazil,BreatheEasy Inhalant,Jan2004,770,0.0,770.0
2581,Brazil,BreatheEasy Inhalant,Feb2004,757,757.0,0.0
2582,Brazil,BreatheEasy Inhalant,Mar2004,737,737.0,0.0
2583,Brazil,BreatheEasy Inhalant,Apr2004,743,743.0,0.0
2584,Brazil,BreatheEasy Inhalant,May2004,872,872.0,0.0
2585,Brazil,BreatheEasy Inhalant,Jun2004,766,766.0,0.0
2586,Brazil,BreatheEasy Inhalant,Jul2004,756,0.0,756.0
2587,Brazil,BreatheEasy Inhalant,Aug2004,741,741.0,0.0
2588,Brazil,BreatheEasy Inhalant,Sep2004,733,608.0,21.31650750341064
2589,Brazil,BreatheEasy Inhalant,Oct2004,845,0.0,845.0
2590,Brazil,BreatheEasy Inhalant,Nov2004,805,40.0,726.9875776397515
2591,Brazil,BreatheEasy Inhalant,Dec2004,794,794.0,0.0
2592,Brazil,SmilesSoPure Waterpik,Jan2004,2066,2066.0,0.0
2593,Brazil,SmilesSoPure Waterpik,Feb2004,1919,407.0,1191.3204794163628
2594,Brazil,SmilesSoPure Waterpik,Mar2004,2049,532.0,1123.1278672523183
2595,Brazil,SmilesSoPure Waterpik,Apr2004,2036,529.0,1115.4464636542239
2596,Brazil,SmilesSoPure Waterpik,May2004,1959,1959.0,0.0
2597,Brazil,SmilesSoPure Waterpik,Jun2004,1908,1908.0,0.0
2598,Brazil,SmilesSoPure Waterpik,Jul2004,2017,448.0,1220.5061973227566
2599,Brazil,SmilesSoPure Waterpik,Aug2004,2067,581.0,1068.3096274794389
2600,Brazil,SmilesSoPure Waterpik,Sep2004,1950,1950.0,0.0
2601,Brazil,SmilesSoPure Waterpik,Oct2004,2219,633.0,1133.571879224876
2602,Brazil,SmilesSoPure Waterpik,Nov2004,1827,334.0,1220.0596606458676
2603,Brazil,SmilesSoPure Waterpik,Dec2004,1904,434.0,1134.9264705882354
2604,Brazil,CleanSmile Floss Picks,Jan2004,0,0.0,0.0
2605,Brazil,CleanSmile Floss Picks,Feb2004,0,0.0,0.0
